Fecha,value,rolling_mean,rolling_variance
2026-03-23 12:42:00,0.522,0.522,
2026-03-24 13:16:50,0.507,0.5145,0.00011249999999999937
2026-03-25 12:09:49,0.518,0.5156666666666667,6.033333333333322e-05
2026-03-26 12:31:08,0.582,0.5356666666666666,0.0016403333333333328
2026-03-27 13:08:16,0.538,0.546,0.0010720000000000005
2026-03-30 12:48:26,0.63,0.5833333333333334,0.002117333333333345
2026-03-31 14:44:13,0.637,0.6016666666666667,0.003052333333333351
2026-04-01 14:38:14,0.662,0.643,0.00028300000000003366
2026-04-02 13:58:29,0.701,0.6666666666666666,0.0010403333333333733
2026-04-06 15:07:39,0.685,0.6826666666666666,0.0003843333333333811
2026-04-07 15:07:19,0.644,0.6766666666666667,0.000864333333333379
2026-04-08 14:35:16,0.704,0.6776666666666666,0.0009403333333333794
2026-04-09 16:22:55,0.724,0.6906666666666667,0.0017333333333333868
2026-05-13 15:18:00,0.622,0.6833333333333332,0.0029213333333333842
