BIM,target,variable,lag,correlation
BIM-13,OD,EC_Norm,-4,0.18836781750057596
BIM-13,OD,EC_Norm,-3,0.1492668350153195
BIM-13,OD,EC_Norm,-2,0.10482185648730273
BIM-13,OD,EC_Norm,-1,-0.07821309637944228
BIM-13,OD,EC_Norm,0,-0.3562673893318725
BIM-13,OD,EC_Norm,1,-0.46296736701546165
BIM-13,OD,EC_Norm,2,-0.42881540067925167
BIM-13,OD,EC_Norm,3,-0.43341875775427846
BIM-13,OD,EC_Norm,4,-0.36782001630756433
BIM-13,OD,EC_Norm,5,0.0744843581403327
BIM-13,OD,OD_Norm,-5,0.05043285845075667
BIM-13,OD,OD_Norm,-4,-0.08488886834789901
BIM-13,OD,OD_Norm,-3,0.11275880497609864
BIM-13,OD,OD_Norm,-2,0.28269288211817906
BIM-13,OD,OD_Norm,-1,0.47954717816005277
BIM-13,OD,OD_Norm,0,1.0
BIM-13,OD,OD_Norm,1,0.47954717816005277
BIM-13,OD,OD_Norm,2,0.28269288211817917
BIM-13,OD,OD_Norm,3,0.11275880497609862
BIM-13,OD,OD_Norm,4,-0.08488886834789902
BIM-13,OD,OD_Norm,5,0.050432858450756665
BIM-14,OD,pH,-5,-0.3199827266572784
BIM-14,OD,pH,-4,-0.5372881380747816
BIM-14,OD,pH,-3,-0.6609108445277649
BIM-14,OD,pH,-2,-0.3243755200353387
BIM-14,OD,pH,-1,0.26462091220332623
BIM-14,OD,pH,0,0.697721854176255
BIM-14,OD,pH,1,0.6324002287874408
BIM-14,OD,pH,2,0.37788471769205484
BIM-14,OD,pH,3,0.05006159859029901
BIM-14,OD,pH,4,-0.13476762690031502
BIM-14,OD,pH,5,-0.15338948365800395
BIM-14,OD,pH_Norm,-5,-0.3199827266572784
BIM-14,OD,pH_Norm,-4,-0.5372881380747816
BIM-14,OD,pH_Norm,-3,-0.6609108445277647
BIM-14,OD,pH_Norm,-2,-0.3243755200353386
BIM-14,OD,pH_Norm,-1,0.22375872707983654
BIM-14,OD,pH_Norm,0,0.34769583396751597
BIM-14,OD,pH_Norm,1,0.22696955289053683
BIM-14,OD,pH_Norm,2,-0.06349521124783788
BIM-14,OD,pH_Norm,3,0.11069748583304524
BIM-14,OD,pH_Norm,4,-0.3159303092849003
BIM-14,OD,pH_Norm,5,-0.2616700379706651
BIM-14,OD,Temperatura (°C),-5,-0.5176666256681441
BIM-14,OD,Temperatura (°C),-4,-0.5018335138059157
BIM-14,OD,Temperatura (°C),-3,-0.28000000349337684
BIM-14,OD,Temperatura (°C),-2,0.19555826511570082
BIM-14,OD,Temperatura (°C),-1,0.35283459678011464
BIM-14,OD,Temperatura (°C),0,0.17500692399799583
BIM-14,OD,Temperatura (°C),1,-0.26305881405360165
BIM-14,OD,Temperatura (°C),2,-0.6696233799373249
BIM-14,OD,Temperatura (°C),3,-0.5443642103065958
BIM-14,OD,Temperatura (°C),4,-0.16703001366370143
BIM-14,OD,Temperatura (°C),5,0.5581498019679623
BIM-14,OD,Temp_Norm,-5,-0.31998272665727834
BIM-14,OD,Temp_Norm,-4,-0.5372881380747816
BIM-14,OD,Temp_Norm,-3,-0.6609108445277647
BIM-14,OD,Temp_Norm,-2,-0.32437552003533854
BIM-14,OD,Temp_Norm,-1,0.22375872707983652
BIM-14,OD,Temp_Norm,0,0.347695833967516
BIM-14,OD,Temp_Norm,1,0.2269695528905368
BIM-14,OD,Temp_Norm,2,-0.06349521124783788
BIM-14,OD,Temp_Norm,3,0.11069748583304524
BIM-14,OD,Temp_Norm,4,-0.3159303092849002
BIM-14,OD,Temp_Norm,5,-0.2616700379706652
BIM-14,OD,EC,-5,0.21976735940870032
BIM-14,OD,EC,-4,0.27254528219717133
BIM-14,OD,EC,-3,0.12004357154331176
BIM-14,OD,EC,-2,-0.4804339358528929
BIM-14,OD,EC,-1,-0.7158338007670855
BIM-14,OD,EC,0,-0.6817914930373608
BIM-14,OD,EC,1,-0.4241389033878566
BIM-14,OD,EC,2,0.0008401220877542775
BIM-14,OD,EC,3,0.35243289217367474
BIM-14,OD,EC,4,0.49654885041933755
BIM-14,OD,EC,5,0.5554788712749908
BIM-14,OD,EC_Norm,-5,0.21976735940870035
BIM-14,OD,EC_Norm,-4,0.2725452821971713
BIM-14,OD,EC_Norm,-3,0.12004357154331176
BIM-14,OD,EC_Norm,-2,-0.4804339358528928
BIM-14,OD,EC_Norm,-1,-0.7158338007670855
BIM-14,OD,EC_Norm,0,-0.6817914930373608
BIM-14,OD,EC_Norm,1,-0.4241389033878564
BIM-14,OD,EC_Norm,2,0.0008401220877542409
BIM-14,OD,EC_Norm,3,0.3524328921736748
BIM-14,OD,EC_Norm,4,0.4965488504193374
BIM-14,OD,EC_Norm,5,0.5554788712749906
BIM-14,OD,OD_Norm,-5,-0.3876166899154656
BIM-14,OD,OD_Norm,-4,-0.3857922348228035
BIM-14,OD,OD_Norm,-3,-0.4112462609135015
BIM-14,OD,OD_Norm,-2,0.14710258511490623
BIM-14,OD,OD_Norm,-1,0.5635097853099618
BIM-14,OD,OD_Norm,0,0.9999999999999999
BIM-14,OD,OD_Norm,1,0.5635097853099618
BIM-14,OD,OD_Norm,2,0.14710258511490631
BIM-14,OD,OD_Norm,3,-0.41124626091350147
BIM-14,OD,OD_Norm,4,-0.38579223482280345
BIM-14,OD,OD_Norm,5,-0.38761668991546555
BIM-15,OD,pH,-5,-0.6651416846649366
BIM-15,OD,pH,-4,-0.6872113631450895
BIM-15,OD,pH,-3,-0.5242713658448531
BIM-15,OD,pH,-2,-0.32815303611367697
BIM-15,OD,pH,-1,0.06996674658866224
BIM-15,OD,pH,0,0.5511009907999023
BIM-15,OD,pH,1,0.7740198171721893
BIM-15,OD,pH,2,0.8225511192865295
BIM-15,OD,pH,3,0.6449676819248045
BIM-15,OD,pH,4,0.08904791013135938
BIM-15,OD,pH,5,-0.6591238166263647
BIM-15,OD,pH_Norm,-5,-0.6651416846649366
BIM-15,OD,pH_Norm,-4,-0.6872113631450895
BIM-15,OD,pH_Norm,-3,-0.5242713658448529
BIM-15,OD,pH_Norm,-2,-0.32815303611367685
BIM-15,OD,pH_Norm,-1,0.06996674658866225
BIM-15,OD,pH_Norm,0,0.5511009907999022
BIM-15,OD,pH_Norm,1,0.7740198171721895
BIM-15,OD,pH_Norm,2,0.8225511192865296
BIM-15,OD,pH_Norm,3,0.6449676819248045
BIM-15,OD,pH_Norm,4,0.08904791013135935
BIM-15,OD,pH_Norm,5,-0.6591238166263647
BIM-15,OD,Temperatura (°C),-5,-0.6483637388658589
BIM-15,OD,Temperatura (°C),-4,-0.8278964354740991
BIM-15,OD,Temperatura (°C),-3,-0.5937992170864927
BIM-15,OD,Temperatura (°C),-2,-0.16996060657939535
BIM-15,OD,Temperatura (°C),-1,0.08911868744985138
BIM-15,OD,Temperatura (°C),0,0.25587765554415176
BIM-15,OD,Temperatura (°C),1,0.277642076333285
BIM-15,OD,Temperatura (°C),2,0.04130728984652225
BIM-15,OD,Temperatura (°C),3,0.06008330051141846
BIM-15,OD,Temperatura (°C),4,0.40992310212604843
BIM-15,OD,Temperatura (°C),5,0.6366526606496189
BIM-15,OD,Temp_Norm,-5,-0.6651416846649365
BIM-15,OD,Temp_Norm,-4,-0.6872113631450895
BIM-15,OD,Temp_Norm,-3,-0.524271365844853
BIM-15,OD,Temp_Norm,-2,-0.3281530361136769
BIM-15,OD,Temp_Norm,-1,0.06996674658866223
BIM-15,OD,Temp_Norm,0,0.5511009907999023
BIM-15,OD,Temp_Norm,1,0.7740198171721895
BIM-15,OD,Temp_Norm,2,0.8225511192865297
BIM-15,OD,Temp_Norm,3,0.6449676819248045
BIM-15,OD,Temp_Norm,4,0.08904791013135936
BIM-15,OD,Temp_Norm,5,-0.6591238166263647
BIM-15,OD,EC,-5,0.7098434940750459
BIM-15,OD,EC,-4,0.7770207612725645
BIM-15,OD,EC,-3,0.5281774289441584
BIM-15,OD,EC,-2,0.14469802595402873
BIM-15,OD,EC,-1,-0.29175406911557034
BIM-15,OD,EC,0,-0.7159921419932131
BIM-15,OD,EC,1,-0.7332985418636855
BIM-15,OD,EC,2,-0.6731908218090995
BIM-15,OD,EC,3,-0.4623434931406711
BIM-15,OD,EC,4,0.12533316641849854
BIM-15,OD,EC,5,0.9096565404273358
BIM-15,OD,EC_Norm,-5,0.7098434940750459
BIM-15,OD,EC_Norm,-4,0.7770207612725645
BIM-15,OD,EC_Norm,-3,0.5281774289441583
BIM-15,OD,EC_Norm,-2,0.14469802595402873
BIM-15,OD,EC_Norm,-1,-0.29175406911557034
BIM-15,OD,EC_Norm,0,-0.715992141993213
BIM-15,OD,EC_Norm,1,-0.7332985418636855
BIM-15,OD,EC_Norm,2,-0.6731908218090994
BIM-15,OD,EC_Norm,3,-0.46234349314067097
BIM-15,OD,EC_Norm,4,0.12533316641849848
BIM-15,OD,EC_Norm,5,0.9096565404273358
BIM-15,OD,OD_Norm,-5,-0.7541028003761223
BIM-15,OD,OD_Norm,-4,-0.5800632724398639
BIM-15,OD,OD_Norm,-3,-0.22709621119502038
BIM-15,OD,OD_Norm,-2,0.1435518163996275
BIM-15,OD,OD_Norm,-1,0.543085045420843
BIM-15,OD,OD_Norm,0,1.0
BIM-15,OD,OD_Norm,1,0.5430850454208429
BIM-15,OD,OD_Norm,2,0.14355181639962752
BIM-15,OD,OD_Norm,3,-0.22709621119502046
BIM-15,OD,OD_Norm,4,-0.5800632724398639
BIM-15,OD,OD_Norm,5,-0.7541028003761223
BIM-17,OD,pH,-5,-0.2775978273140763
BIM-17,OD,pH,-4,-0.37593502100213777
BIM-17,OD,pH,-3,-0.43462244405649597
BIM-17,OD,pH,-2,0.2676261840779229
BIM-17,OD,pH,-1,0.6076861181487837
BIM-17,OD,pH,0,0.8322597535685637
BIM-17,OD,pH,1,0.7711602849156101
BIM-17,OD,pH,2,0.6527634566045701
BIM-17,OD,pH,3,0.5471819896345657
BIM-17,OD,pH,4,0.4729050532614699
BIM-17,OD,pH,5,0.5254112365332071
BIM-17,OD,pH_Norm,-5,-0.2775978273140763
BIM-17,OD,pH_Norm,-4,-0.37593502100213766
BIM-17,OD,pH_Norm,-3,-0.43462244405649597
BIM-17,OD,pH_Norm,-2,0.26762618407792294
BIM-17,OD,pH_Norm,-1,0.6076861181487836
BIM-17,OD,pH_Norm,0,0.8322597535685637
BIM-17,OD,pH_Norm,1,0.7711602849156097
BIM-17,OD,pH_Norm,2,0.6527634566045701
BIM-17,OD,pH_Norm,3,0.5471819896345657
BIM-17,OD,pH_Norm,4,0.47290505326146975
BIM-17,OD,pH_Norm,5,0.5254112365332069
BIM-17,OD,Temperatura (°C),-5,-0.5832689612393436
BIM-17,OD,Temperatura (°C),-4,-0.6437981605919204
BIM-17,OD,Temperatura (°C),-3,-0.5054193356197872
BIM-17,OD,Temperatura (°C),-2,0.27472649445963276
BIM-17,OD,Temperatura (°C),-1,0.6465975538950853
BIM-17,OD,Temperatura (°C),0,0.6219784554205409
BIM-17,OD,Temperatura (°C),1,0.44568075788602773
BIM-17,OD,Temperatura (°C),2,0.4059245128679132
BIM-17,OD,Temperatura (°C),3,0.4796696244250367
BIM-17,OD,Temperatura (°C),4,0.7842361549149554
BIM-17,OD,Temperatura (°C),5,0.84424270685986
BIM-17,OD,Temp_Norm,-5,-0.2775978273140762
BIM-17,OD,Temp_Norm,-4,-0.3759350210021377
BIM-17,OD,Temp_Norm,-3,-0.43462244405649597
BIM-17,OD,Temp_Norm,-2,0.2676261840779229
BIM-17,OD,Temp_Norm,-1,0.6076861181487837
BIM-17,OD,Temp_Norm,0,0.8322597535685635
BIM-17,OD,Temp_Norm,1,0.7711602849156096
BIM-17,OD,Temp_Norm,2,0.65276345660457
BIM-17,OD,Temp_Norm,3,0.5471819896345657
BIM-17,OD,Temp_Norm,4,0.4729050532614698
BIM-17,OD,Temp_Norm,5,0.5254112365332065
BIM-17,OD,EC,-5,0.30669129012208773
BIM-17,OD,EC,-4,0.39296494046223784
BIM-17,OD,EC,-3,0.3767744334705698
BIM-17,OD,EC,-2,-0.25842046603685737
BIM-17,OD,EC,-1,-0.6401167279462588
BIM-17,OD,EC,0,-0.8888388900917598
BIM-17,OD,EC,1,-0.7715961206125779
BIM-17,OD,EC,2,-0.5926139570933364
BIM-17,OD,EC,3,-0.6244028129210487
BIM-17,OD,EC,4,-0.756997347862958
BIM-17,OD,EC,5,-0.7792617081750141
BIM-17,OD,EC_Norm,-5,0.3066912901220877
BIM-17,OD,EC_Norm,-4,0.39296494046223795
BIM-17,OD,EC_Norm,-3,0.3767744334705698
BIM-17,OD,EC_Norm,-2,-0.2584204660368574
BIM-17,OD,EC_Norm,-1,-0.6401167279462588
BIM-17,OD,EC_Norm,0,-0.8888388900917598
BIM-17,OD,EC_Norm,1,-0.7715961206125779
BIM-17,OD,EC_Norm,2,-0.5926139570933363
BIM-17,OD,EC_Norm,3,-0.6244028129210489
BIM-17,OD,EC_Norm,4,-0.7569973478629582
BIM-17,OD,EC_Norm,5,-0.7792617081750144
BIM-17,OD,OD_Norm,-5,-0.26974162127824525
BIM-17,OD,OD_Norm,-4,-0.34243508377444487
BIM-17,OD,OD_Norm,-3,-0.29025231357906334
BIM-17,OD,OD_Norm,-2,0.31433787409803743
BIM-17,OD,OD_Norm,-1,0.7473215525752294
BIM-17,OD,OD_Norm,0,1.0
BIM-17,OD,OD_Norm,1,0.7473215525752295
BIM-17,OD,OD_Norm,2,0.3143378740980374
BIM-17,OD,OD_Norm,3,-0.2902523135790634
BIM-17,OD,OD_Norm,4,-0.34243508377444476
BIM-17,OD,OD_Norm,5,-0.2697416212782451
BIM-20,OD,pH,-5,-0.4204564045168988
BIM-20,OD,pH,-4,-0.21113497619528324
BIM-20,OD,pH,-3,-0.1287395044570934
BIM-20,OD,pH,-2,-0.31762817649725245
BIM-20,OD,pH,-1,0.00698464622463633
BIM-20,OD,pH,0,0.3172318689951073
BIM-20,OD,pH,1,0.314967834607865
BIM-20,OD,pH,2,0.19080269601008215
BIM-20,OD,pH,3,0.055617517475640324
BIM-20,OD,pH,4,0.09811504305565502
BIM-20,OD,pH,5,0.32808078356735754
BIM-20,OD,pH_Norm,-5,-0.4204564045168988
BIM-20,OD,pH_Norm,-4,-0.21113497619528326
BIM-20,OD,pH_Norm,-3,-0.12873950445709342
BIM-20,OD,pH_Norm,-2,-0.31762817649725245
BIM-20,OD,pH_Norm,-1,0.006984646224636352
BIM-20,OD,pH_Norm,0,0.3172318689951073
BIM-20,OD,pH_Norm,1,0.3149678346078649
BIM-20,OD,pH_Norm,2,0.19080269601008215
BIM-20,OD,pH_Norm,3,0.05561751747564035
BIM-20,OD,pH_Norm,4,0.09811504305565501
BIM-20,OD,pH_Norm,5,0.32808078356735754
BIM-20,OD,Temperatura (°C),-5,-0.3825722699595197
BIM-20,OD,Temperatura (°C),-4,-0.5372495384128205
BIM-20,OD,Temperatura (°C),-3,-0.4001585862065856
BIM-20,OD,Temperatura (°C),-2,-0.19454343105750008
BIM-20,OD,Temperatura (°C),-1,-0.11775447388768079
BIM-20,OD,Temperatura (°C),0,-0.04805233494818138
BIM-20,OD,Temperatura (°C),1,0.18228608722881215
BIM-20,OD,Temperatura (°C),2,0.07531897238058124
BIM-20,OD,Temperatura (°C),3,0.11684864404154027
BIM-20,OD,Temperatura (°C),4,0.41462441475351863
BIM-20,OD,Temperatura (°C),5,0.22369918533647423
BIM-20,OD,Temp_Norm,-5,-0.4204564045168988
BIM-20,OD,Temp_Norm,-4,-0.21113497619528332
BIM-20,OD,Temp_Norm,-3,-0.12873950445709342
BIM-20,OD,Temp_Norm,-2,-0.31762817649725233
BIM-20,OD,Temp_Norm,-1,0.00698464622463639
BIM-20,OD,Temp_Norm,0,0.31723186899510725
BIM-20,OD,Temp_Norm,1,0.3149678346078649
BIM-20,OD,Temp_Norm,2,0.19080269601008218
BIM-20,OD,Temp_Norm,3,0.055617517475640435
BIM-20,OD,Temp_Norm,4,0.09811504305565498
BIM-20,OD,Temp_Norm,5,0.3280807835673575
BIM-20,OD,EC,-5,0.21119414454834454
BIM-20,OD,EC,-4,0.20967607024497645
BIM-20,OD,EC,-3,0.13592341619829373
BIM-20,OD,EC,-2,0.05479663742736361
BIM-20,OD,EC,-1,-0.18741183873808576
BIM-20,OD,EC,0,-0.2798409784792004
BIM-20,OD,EC,1,-0.5742879673110787
BIM-20,OD,EC,2,-0.2883635404730244
BIM-20,OD,EC,3,0.15759282663039567
BIM-20,OD,EC,4,-0.15095435650746414
BIM-20,OD,EC,5,-0.2378265690889471
BIM-20,OD,EC_Norm,-5,0.21119414454834448
BIM-20,OD,EC_Norm,-4,0.20967607024497645
BIM-20,OD,EC_Norm,-3,0.13592341619829382
BIM-20,OD,EC_Norm,-2,0.0547966374273636
BIM-20,OD,EC_Norm,-1,-0.18741183873808576
BIM-20,OD,EC_Norm,0,-0.27984097847920053
BIM-20,OD,EC_Norm,1,-0.5742879673110787
BIM-20,OD,EC_Norm,2,-0.28836354047302437
BIM-20,OD,EC_Norm,3,0.1575928266303957
BIM-20,OD,EC_Norm,4,-0.15095435650746417
BIM-20,OD,EC_Norm,5,-0.23782656908894706
BIM-20,OD,OD_Norm,-5,-0.2379686286498892
BIM-20,OD,OD_Norm,-4,-0.2905048162347247
BIM-20,OD,OD_Norm,-3,0.09890861507988172
BIM-20,OD,OD_Norm,-2,-0.27226782234351693
BIM-20,OD,OD_Norm,-1,0.1959373309474297
BIM-20,OD,OD_Norm,0,1.0
BIM-20,OD,OD_Norm,1,0.19593733094742974
BIM-20,OD,OD_Norm,2,-0.27226782234351693
BIM-20,OD,OD_Norm,3,0.09890861507988168
BIM-20,OD,OD_Norm,4,-0.29050481623472485
BIM-20,OD,OD_Norm,5,-0.23796862864988924
T1,OD,pH,-5,-0.6962929812089539
T1,OD,pH,-4,-0.6734155020160391
T1,OD,pH,-3,-0.6342613743868243
T1,OD,pH,-2,-0.7462190151403033
T1,OD,pH,-1,-0.8564597942640108
T1,OD,pH,0,-0.634932934985509
T1,OD,pH,1,-0.6883902269351391
T1,OD,pH,2,-0.19668358345263778
T1,OD,pH,3,0.2551083078535368
T1,OD,pH,4,0.9189939075590153
T1,OD,pH,5,0.0025103208866417604
T1,OD,pH_Norm,-5,
T1,OD,pH_Norm,-4,
T1,OD,pH_Norm,-3,
T1,OD,pH_Norm,-2,
T1,OD,pH_Norm,-1,
T1,OD,pH_Norm,0,
T1,OD,pH_Norm,1,
T1,OD,pH_Norm,2,
T1,OD,pH_Norm,3,
T1,OD,pH_Norm,4,
T1,OD,pH_Norm,5,
T1,OD,Temperatura (°C),-5,-0.3607117375094069
T1,OD,Temperatura (°C),-4,0.0028822507425148203
T1,OD,Temperatura (°C),-3,-0.3120819116237361
T1,OD,Temperatura (°C),-2,-0.32324525261622156
T1,OD,Temperatura (°C),-1,-0.44930422643000467
T1,OD,Temperatura (°C),0,-0.6340459894430397
T1,OD,Temperatura (°C),1,-0.8134105454570615
T1,OD,Temperatura (°C),2,-0.6784390856709775
T1,OD,Temperatura (°C),3,-0.44653004341888447
T1,OD,Temperatura (°C),4,0.4973108600056092
T1,OD,Temperatura (°C),5,0.9578303198642344
T1,OD,Temp_Norm,-5,
T1,OD,Temp_Norm,-4,
T1,OD,Temp_Norm,-3,
T1,OD,Temp_Norm,-2,
T1,OD,Temp_Norm,-1,
T1,OD,Temp_Norm,0,
T1,OD,Temp_Norm,1,
T1,OD,Temp_Norm,2,
T1,OD,Temp_Norm,3,
T1,OD,Temp_Norm,4,
T1,OD,Temp_Norm,5,
T1,OD,EC,-5,0.04492850823070895
T1,OD,EC,-4,-0.08180563151170962
T1,OD,EC,-3,-0.45056564719080616
T1,OD,EC,-2,-0.4533509532010109
T1,OD,EC,-1,-0.6231258160298351
T1,OD,EC,0,-0.7909907183521571
T1,OD,EC,1,-0.8865945607529352
T1,OD,EC,2,-0.9388465495138336
T1,OD,EC,3,-0.6912647959832919
T1,OD,EC,4,0.021943644596661076
T1,OD,EC,5,0.5616576435085088
T1,OD,EC_Norm,-5,
T1,OD,EC_Norm,-4,
T1,OD,EC_Norm,-3,
T1,OD,EC_Norm,-2,
T1,OD,EC_Norm,-1,
T1,OD,EC_Norm,0,
T1,OD,EC_Norm,1,
T1,OD,EC_Norm,2,
T1,OD,EC_Norm,3,
T1,OD,EC_Norm,4,
T1,OD,EC_Norm,5,
T1,OD,OD_Norm,-5,
T1,OD,OD_Norm,-4,
T1,OD,OD_Norm,-3,
T1,OD,OD_Norm,-2,
T1,OD,OD_Norm,-1,
T1,OD,OD_Norm,0,
T1,OD,OD_Norm,1,
T1,OD,OD_Norm,2,
T1,OD,OD_Norm,3,
T1,OD,OD_Norm,4,
T1,OD,OD_Norm,5,
T2,OD,pH,-5,
T2,OD,pH,-4,-0.38124642583151497
T2,OD,pH,-3,-0.8460632681000876
T2,OD,pH,-2,-0.5337079248381499
T2,OD,pH,-1,0.40055672482405835
T2,OD,pH,0,0.7419968311484088
T2,OD,pH,1,0.26238968557593845
T2,OD,pH,2,-0.7627725740742619
T2,OD,pH,3,-0.6902823213232211
T2,OD,pH,4,0.8789079263854306
T2,OD,pH,5,1.0
T2,OD,pH_Norm,-5,
T2,OD,pH_Norm,-4,
T2,OD,pH_Norm,-3,
T2,OD,pH_Norm,-2,
T2,OD,pH_Norm,-1,
T2,OD,pH_Norm,0,
T2,OD,pH_Norm,1,
T2,OD,pH_Norm,2,
T2,OD,pH_Norm,3,
T2,OD,pH_Norm,4,
T2,OD,pH_Norm,5,
T2,OD,Temperatura (°C),-5,
T2,OD,Temperatura (°C),-4,-0.44747845403398345
T2,OD,Temperatura (°C),-3,-0.9315429275531633
T2,OD,Temperatura (°C),-2,0.3656229148147277
T2,OD,Temperatura (°C),-1,0.9066817976125082
T2,OD,Temperatura (°C),0,-0.2413880612339791
T2,OD,Temperatura (°C),1,-0.684704966642727
T2,OD,Temperatura (°C),2,0.04612074113715355
T2,OD,Temperatura (°C),3,0.3177549542900159
T2,OD,Temperatura (°C),4,-0.9766561553865116
T2,OD,Temperatura (°C),5,
T2,OD,Temp_Norm,-5,
T2,OD,Temp_Norm,-4,
T2,OD,Temp_Norm,-3,
T2,OD,Temp_Norm,-2,
T2,OD,Temp_Norm,-1,
T2,OD,Temp_Norm,0,
T2,OD,Temp_Norm,1,
T2,OD,Temp_Norm,2,
T2,OD,Temp_Norm,3,
T2,OD,Temp_Norm,4,
T2,OD,Temp_Norm,5,
T2,OD,EC,-5,
T2,OD,EC,-4,-0.6155808867080176
T2,OD,EC,-3,-0.5997117660826633
T2,OD,EC,-2,0.6854952569627125
T2,OD,EC,-1,0.4452231002356582
T2,OD,EC,0,0.45883942978995473
T2,OD,EC,1,-0.06255183657713258
T2,OD,EC,2,-0.8787812356440553
T2,OD,EC,3,-0.4504985918157726
T2,OD,EC,4,0.9999135491681611
T2,OD,EC,5,1.0
T2,OD,EC_Norm,-5,
T2,OD,EC_Norm,-4,
T2,OD,EC_Norm,-3,
T2,OD,EC_Norm,-2,
T2,OD,EC_Norm,-1,
T2,OD,EC_Norm,0,
T2,OD,EC_Norm,1,
T2,OD,EC_Norm,2,
T2,OD,EC_Norm,3,
T2,OD,EC_Norm,4,
T2,OD,EC_Norm,5,
T2,OD,OD_Norm,-5,
T2,OD,OD_Norm,-4,
T2,OD,OD_Norm,-3,
T2,OD,OD_Norm,-2,
T2,OD,OD_Norm,-1,
T2,OD,OD_Norm,0,
T2,OD,OD_Norm,1,
T2,OD,OD_Norm,2,
T2,OD,OD_Norm,3,
T2,OD,OD_Norm,4,
T2,OD,OD_Norm,5,
T3,OD,pH,-5,-0.2718458189894966
T3,OD,pH,-4,-0.6006038276791902
T3,OD,pH,-3,-0.7647702434293457
T3,OD,pH,-2,-0.8143763232789001
T3,OD,pH,-1,-0.7917836880334128
T3,OD,pH,0,-0.5293345086774585
T3,OD,pH,1,-0.3173187480823648
T3,OD,pH,2,-0.2179795885445328
T3,OD,pH,3,0.9264077790484547
T3,OD,pH,4,0.6266850052031336
T3,OD,pH,5,0.43029965279441657
T3,OD,pH_Norm,-5,
T3,OD,pH_Norm,-4,
T3,OD,pH_Norm,-3,
T3,OD,pH_Norm,-2,
T3,OD,pH_Norm,-1,
T3,OD,pH_Norm,0,
T3,OD,pH_Norm,1,
T3,OD,pH_Norm,2,
T3,OD,pH_Norm,3,
T3,OD,pH_Norm,4,
T3,OD,pH_Norm,5,
T3,OD,Temperatura (°C),-5,-0.8955071027701083
T3,OD,Temperatura (°C),-4,-0.21237607140835865
T3,OD,Temperatura (°C),-3,-0.1085540417252901
T3,OD,Temperatura (°C),-2,-0.44289183865812776
T3,OD,Temperatura (°C),-1,-0.5863038192034863
T3,OD,Temperatura (°C),0,-0.7053913561554506
T3,OD,Temperatura (°C),1,-0.7140894799718674
T3,OD,Temperatura (°C),2,-0.7328915390716848
T3,OD,Temperatura (°C),3,-0.28990748918524695
T3,OD,Temperatura (°C),4,-0.2727526499213278
T3,OD,Temperatura (°C),5,-0.7279899362714564
T3,OD,Temp_Norm,-5,
T3,OD,Temp_Norm,-4,
T3,OD,Temp_Norm,-3,
T3,OD,Temp_Norm,-2,
T3,OD,Temp_Norm,-1,
T3,OD,Temp_Norm,0,
T3,OD,Temp_Norm,1,
T3,OD,Temp_Norm,2,
T3,OD,Temp_Norm,3,
T3,OD,Temp_Norm,4,
T3,OD,Temp_Norm,5,
T3,OD,EC,-5,-0.7492031769354428
T3,OD,EC,-4,-0.8782973431385669
T3,OD,EC,-3,-0.9426854251829987
T3,OD,EC,-2,-0.935105038089063
T3,OD,EC,-1,-0.8479259024798066
T3,OD,EC,0,-0.7259131844192572
T3,OD,EC,1,-0.6045041931587349
T3,OD,EC,2,-0.6526914297677473
T3,OD,EC,3,-0.7522584898617948
T3,OD,EC,4,-0.5770964149758481
T3,OD,EC,5,-0.3933033380162898
T3,OD,EC_Norm,-5,
T3,OD,EC_Norm,-4,
T3,OD,EC_Norm,-3,
T3,OD,EC_Norm,-2,
T3,OD,EC_Norm,-1,
T3,OD,EC_Norm,0,
T3,OD,EC_Norm,1,
T3,OD,EC_Norm,2,
T3,OD,EC_Norm,3,
T3,OD,EC_Norm,4,
T3,OD,EC_Norm,5,
T3,OD,OD_Norm,-5,
T3,OD,OD_Norm,-4,
T3,OD,OD_Norm,-3,
T3,OD,OD_Norm,-2,
T3,OD,OD_Norm,-1,
T3,OD,OD_Norm,0,
T3,OD,OD_Norm,1,
T3,OD,OD_Norm,2,
T3,OD,OD_Norm,3,
T3,OD,OD_Norm,4,
T3,OD,OD_Norm,5,
T4,OD,pH,-5,
T4,OD,pH,-4,
T4,OD,pH,-3,
T4,OD,pH,-2,
T4,OD,pH,-1,1.0
T4,OD,pH,0,0.4594968002426729
T4,OD,pH,1,-1.0
T4,OD,pH,2,
T4,OD,pH,3,
T4,OD,pH,4,
T4,OD,pH,5,
T4,OD,pH_Norm,-5,
T4,OD,pH_Norm,-4,
T4,OD,pH_Norm,-3,
T4,OD,pH_Norm,-2,
T4,OD,pH_Norm,-1,
T4,OD,pH_Norm,0,
T4,OD,pH_Norm,1,
T4,OD,pH_Norm,2,
T4,OD,pH_Norm,3,
T4,OD,pH_Norm,4,
T4,OD,pH_Norm,5,
T4,OD,Temperatura (°C),-5,
T4,OD,Temperatura (°C),-4,
T4,OD,Temperatura (°C),-3,
T4,OD,Temperatura (°C),-2,
T4,OD,Temperatura (°C),-1,-1.0
T4,OD,Temperatura (°C),0,-0.955082560965711
T4,OD,Temperatura (°C),1,-1.0
T4,OD,Temperatura (°C),2,
T4,OD,Temperatura (°C),3,
T4,OD,Temperatura (°C),4,
T4,OD,Temperatura (°C),5,
T4,OD,Temp_Norm,-5,
T4,OD,Temp_Norm,-4,
