,PC1,PC2,PC3,PC1_explained_variance_ratio,PC2_explained_variance_ratio,PC3_explained_variance_ratio
0,0.6538676637580908,0.11514073869746583,1.9501022048795384,0.435763888822926,0.19996706715311222,0.13213574457090593
1,0.5488949807126667,0.815401775467683,1.1632157207306006,0.435763888822926,0.19996706715311222,0.13213574457090593
2,1.371497691624217,2.03116275091974,0.04896931121002353,0.435763888822926,0.19996706715311222,0.13213574457090593
3,1.3833039406631429,1.470656059105532,1.3314987348060732,0.435763888822926,0.19996706715311222,0.13213574457090593
4,0.8803297964415834,1.850715117437481,1.0049119620665088,0.435763888822926,0.19996706715311222,0.13213574457090593
5,1.9822809484174122,0.45729244471686,2.1105260903920975,0.435763888822926,0.19996706715311222,0.13213574457090593
6,1.3920971076311714,0.1199644589954905,2.4927083459846906,0.435763888822926,0.19996706715311222,0.13213574457090593
7,-0.08540647043557008,0.909322243958935,1.453679503142791,0.435763888822926,0.19996706715311222,0.13213574457090593
8,0.4634382980861628,1.5178986134689005,0.5832888832097927,0.435763888822926,0.19996706715311222,0.13213574457090593
9,-0.2206195230860085,2.291815920039683,0.33110187789881423,0.435763888822926,0.19996706715311222,0.13213574457090593
10,0.015466939729057596,2.0202186216194633,0.20908489943083755,0.435763888822926,0.19996706715311222,0.13213574457090593
11,0.5220102144016393,0.7583633467858095,0.7479263271681064,0.435763888822926,0.19996706715311222,0.13213574457090593
12,0.20660424548215978,1.1072526051601832,0.2587296671013645,0.435763888822926,0.19996706715311222,0.13213574457090593
13,0.9247182784455656,0.8120976810973618,-0.06786839190436401,0.435763888822926,0.19996706715311222,0.13213574457090593
14,1.0076485030930236,0.6122198554616021,0.09437831760944924,0.435763888822926,0.19996706715311222,0.13213574457090593
15,0.9546494096541505,0.7342231811442116,-0.07191616668981822,0.435763888822926,0.19996706715311222,0.13213574457090593
16,0.8935504904798689,0.1030734532431811,1.2262326090198603,0.435763888822926,0.19996706715311222,0.13213574457090593
17,1.9935957625532437,-1.2519948258115228,0.942098450241122,0.435763888822926,0.19996706715311222,0.13213574457090593
18,2.138956472422223,-0.8850254975152914,0.5317071415071901,0.435763888822926,0.19996706715311222,0.13213574457090593
19,1.2222863500113617,-0.29822875214024575,1.3705190751349998,0.435763888822926,0.19996706715311222,0.13213574457090593
20,0.2889021578159503,-1.5176591217833104,2.7484189549352465,0.435763888822926,0.19996706715311222,0.13213574457090593
21,0.34161844366809735,-0.1640578485925193,0.8527182015025269,0.435763888822926,0.19996706715311222,0.13213574457090593
22,-0.6046097134289519,-1.2698962516894712,1.814736897400961,0.435763888822926,0.19996706715311222,0.13213574457090593
23,-0.9383180660157191,-0.5933742323111155,0.41236684124124773,0.435763888822926,0.19996706715311222,0.13213574457090593
24,-0.05695328011468843,0.012536097258465525,-0.23705974806033972,0.435763888822926,0.19996706715311222,0.13213574457090593
25,-0.6685684325598407,0.34488360489456094,0.211139289592185,0.435763888822926,0.19996706715311222,0.13213574457090593
26,-0.5383799084901273,0.45423927215245957,0.12420584164308278,0.435763888822926,0.19996706715311222,0.13213574457090593
27,-0.24745763665382597,0.4073311306777023,-0.09006853842803612,0.435763888822926,0.19996706715311222,0.13213574457090593
28,1.7635751440437257,-0.04879858286079802,-0.0877967814537836,0.435763888822926,0.19996706715311222,0.13213574457090593
29,2.516650866753547,-0.5018928624918831,0.9556515302667015,0.435763888822926,0.19996706715311222,0.13213574457090593
30,-3.0344284316400167,-0.6014997941132978,2.105264784831457,0.435763888822926,0.19996706715311222,0.13213574457090593
31,-4.2424963481253295,0.8565265515864675,0.5855940350234251,0.435763888822926,0.19996706715311222,0.13213574457090593
32,-2.4840997776742157,-1.2802886702865397,1.6540946004912132,0.435763888822926,0.19996706715311222,0.13213574457090593
33,-3.6424735327060667,-0.06254836840641563,0.8377382560555735,0.435763888822926,0.19996706715311222,0.13213574457090593
34,-2.9995874228525157,-0.5858142005807732,1.0508098289732848,0.435763888822926,0.19996706715311222,0.13213574457090593
35,-2.922094703021588,-0.978963534635979,1.3627921199796744,0.435763888822926,0.19996706715311222,0.13213574457090593
36,-3.7871227559331837,0.11203618446698424,0.38542623688753014,0.435763888822926,0.19996706715311222,0.13213574457090593
37,-3.7693724727670928,0.5687926974739657,-0.16510686481223738,0.435763888822926,0.19996706715311222,0.13213574457090593
38,-3.409564870452753,0.9401165102919711,-0.4069052707533866,0.435763888822926,0.19996706715311222,0.13213574457090593
39,-3.595856312189486,1.085469479856228,0.0295034915299615,0.435763888822926,0.19996706715311222,0.13213574457090593
40,-3.665020340819251,1.480306337936708,-0.5808753504711204,0.435763888822926,0.19996706715311222,0.13213574457090593
41,-2.5677536986827247,1.442847986538103,-1.077685576303374,0.435763888822926,0.19996706715311222,0.13213574457090593
42,-2.077182342367328,1.3342231264714857,-0.619750539150303,0.435763888822926,0.19996706715311222,0.13213574457090593
43,-1.996676075230157,1.5870604132139408,-1.0299692039748978,0.435763888822926,0.19996706715311222,0.13213574457090593
44,-1.6616498437085776,1.5841418404819367,-1.1072112789778303,0.435763888822926,0.19996706715311222,0.13213574457090593
45,-1.7979686309547656,1.359538306241438,-0.8070543361636083,0.435763888822926,0.19996706715311222,0.13213574457090593
46,-1.4426910914987965,1.794516086428411,-0.7776152929410222,0.435763888822926,0.19996706715311222,0.13213574457090593
47,-1.2579370838504933,1.895427694745279,-0.0564100157160695,0.435763888822926,0.19996706715311222,0.13213574457090593
48,-1.1291465409788186,1.9865817783139088,0.24434464056245966,0.435763888822926,0.19996706715311222,0.13213574457090593
49,-0.5452681329423574,2.113330712582869,-0.5911958588523242,0.435763888822926,0.19996706715311222,0.13213574457090593
50,0.850403987400292,2.7905328448235465,-1.8726615917690437,0.435763888822926,0.19996706715311222,0.13213574457090593
51,2.2590079621218404,1.260141603294961,0.7298175057645392,0.435763888822926,0.19996706715311222,0.13213574457090593
52,0.8334571711139871,4.09833138159087,-1.814536981053211,0.435763888822926,0.19996706715311222,0.13213574457090593
53,0.41043123998249814,3.702127683292248,-0.8311655047547264,0.435763888822926,0.19996706715311222,0.13213574457090593
54,1.4481777940014302,0.08769736350947677,2.0369112841075787,0.435763888822926,0.19996706715311222,0.13213574457090593
55,0.507926036787034,4.364375171316873,-3.241694637258922,0.435763888822926,0.19996706715311222,0.13213574457090593
56,0.7203899001778484,1.8011563030013162,0.3497663004465771,0.435763888822926,0.19996706715311222,0.13213574457090593
57,0.35650047573651295,1.2641500049213015,0.3586725947203892,0.435763888822926,0.19996706715311222,0.13213574457090593
58,0.08110703387598887,0.7247449373193231,1.2283445231689554,0.435763888822926,0.19996706715311222,0.13213574457090593
59,0.8162010896283427,1.0194246301429961,0.7655465382583344,0.435763888822926,0.19996706715311222,0.13213574457090593
60,2.25540536345455,-0.3650290689648254,0.0072240679263263115,0.435763888822926,0.19996706715311222,0.13213574457090593
61,1.3280718830278573,-2.1765487353851767,0.09046672762102322,0.435763888822926,0.19996706715311222,0.13213574457090593
62,0.9769305709258498,-2.2500831462458533,0.5359890564645393,0.435763888822926,0.19996706715311222,0.13213574457090593
63,0.5557990345928476,-2.2874598544119626,0.6485648846334461,0.435763888822926,0.19996706715311222,0.13213574457090593
64,0.0488576235332668,-2.0645532265833535,0.15685115436934297,0.435763888822926,0.19996706715311222,0.13213574457090593
65,0.20838942130127733,-2.3357889877873186,0.046651403868460437,0.435763888822926,0.19996706715311222,0.13213574457090593
66,-0.569522150428901,-1.0676945787414094,-0.12594437507749212,0.435763888822926,0.19996706715311222,0.13213574457090593
67,-0.7397213347909075,-0.7779151261751356,0.22723544586066483,0.435763888822926,0.19996706715311222,0.13213574457090593
68,-1.063399449242389,-0.7089178794130745,0.519939433391114,0.435763888822926,0.19996706715311222,0.13213574457090593
69,-1.0760523660655084,-0.44900943223180484,-0.01261455262838269,0.435763888822926,0.19996706715311222,0.13213574457090593
