Fecha,value,rolling_mean,rolling_variance
2026-03-24 13:33:13,0.577,0.577,
2026-03-25 12:23:20,0.531,0.554,0.0010579999999999993
2026-03-26 12:52:21,0.562,0.5566666666666666,0.0005503333333333329
2026-03-27 13:21:46,0.642,0.5783333333333334,0.0032803333333333248
2026-03-30 13:03:49,0.594,0.5993333333333334,0.001621333333333318
2026-03-31 14:52:45,0.702,0.6459999999999999,0.0029279999999999645
2026-04-01 14:54:33,0.689,0.6616666666666666,0.0034763333333332922
2026-04-02 14:14:59,0.719,0.7033333333333333,0.0002263333333332805
2026-04-06 15:27:44,0.589,0.6656666666666666,0.00463333333333329
2026-04-07 15:22:31,0.608,0.6386666666666666,0.004930333333333298
2026-04-08 14:43:44,0.631,0.6093333333333334,0.0004423333333333036
2026-04-09 16:42:01,0.622,0.6203333333333333,0.00013433333333330002
2026-04-10 15:33:07,0.648,0.6336666666666667,0.0001743333333332983
2026-04-13 15:49:57,0.674,0.648,0.0006759999999999658
2026-04-14 15:22:24,0.674,0.6653333333333334,0.00022533333333329855
2026-04-15 15:16:49,0.581,0.643,0.002883000000000005
2026-04-16 15:06:32,0.527,0.594,0.0055289999999999975
2026-04-20 21:20:18,0.437,0.515,0.005291999999999981
