Fecha,value,rolling_mean,rolling_variance
2026-03-18 21:26:15,0.539,0.539,
2026-03-19 14:08:51,0.7,0.6194999999999999,0.012960499999999996
2026-03-20 13:44:31,0.672,0.637,0.007399000000000001
2026-03-23 14:23:46,0.567,0.6463333333333333,0.004916333333333342
2026-03-24 13:51:35,0.824,0.6876666666666665,0.01669633333333334
2026-03-25 12:33:27,0.812,0.7343333333333333,0.021036333333333344
2026-03-26 13:08:34,0.536,0.7240000000000001,0.026543999999999998
2026-03-27 13:33:19,0.62,0.656,0.020016000000000027
2026-03-30 13:24:25,0.722,0.626,0.008676000000000027
2026-03-31 14:59:20,0.75,0.6973333333333334,0.00468133333333334
2026-04-01 15:03:25,0.824,0.7653333333333333,0.0027773333333333105
2026-04-02 14:28:16,0.822,0.7986666666666666,0.0017773333333332988
2026-04-06 15:40:46,0.649,0.765,0.010092999999999975
2026-04-07 15:32:10,0.641,0.7040000000000001,0.010459000000000008
2026-04-08 14:56:53,0.642,0.644,1.9000000000045887e-05
2026-04-09 16:50:52,0.609,0.6306666666666666,0.00035233333333338485
2026-04-10 15:46:26,0.655,0.6353333333333334,0.0005623333333333845
2026-04-13 16:04:12,0.622,0.6286666666666667,0.0005623333333333858
2026-04-14 15:34:06,0.622,0.633,0.0003630000000000513
