BIM,target,category,model,date,y_true,y_pred,residual,validation_mode,train_source
T3,OD,machine_learning,PLS,2026-05-08 00:00:00,0.555,0.4744678673039906,0.08053213269600945,synthetic_full_cycle,synthetic_growth_cycles
T3,OD,machine_learning,PLS,2026-05-11 00:00:00,0.707,0.5433983048681761,0.16360169513182388,synthetic_full_cycle,synthetic_growth_cycles
T3,OD,machine_learning,PLS,2026-05-12 00:00:00,0.794,0.6526697900646871,0.14133020993531298,synthetic_full_cycle,synthetic_growth_cycles
T3,OD,machine_learning,PLS,2026-05-13 00:00:00,0.875,0.754547294209982,0.12045270579001799,synthetic_full_cycle,synthetic_growth_cycles
T3,OD,machine_learning,PLS,2026-05-14 00:00:00,0.755,0.8486825602697702,-0.09368256026977018,synthetic_full_cycle,synthetic_growth_cycles
T3,OD,machine_learning,PLS,2026-05-15 00:00:00,0.88,0.8583684240559255,0.0216315759440745,synthetic_full_cycle,synthetic_growth_cycles
