BIM,variable,count,mean,median,mode,std,variance,min,p05,p25,p50,p75,p95,max,skewness,kurtosis,coefficient_variation
BIM-05,Temp_Norm,31,0.016404713512913907,0.1591453283025712,-1.214537016774823,0.8524167870294945,0.7266143788096866,-1.457666635372592,-1.2692411809593214,-0.6431824130700661,0.1591453283025712,0.8399082603763255,1.07695963850915,1.131663802693649,-0.17377776654921634,-1.4032390327461717,51.96169907864992
BIM-05,EC,31,2181.6129032258063,2180.0,2030.0,134.14163594732122,17993.978494623658,2030.0,2030.0,2040.0,2180.0,2265.0,2410.0,2510.0,0.5385676875994997,-0.3150857963279674,0.061487368244373175
BIM-05,EC_Norm,31,-0.9495091164095371,-0.9565217391304348,-1.608695652173913,0.5832245041187879,0.340150822204606,-1.608695652173913,-1.608695652173913,-1.565217391304348,-0.9565217391304348,-0.5869565217391304,0.043478260869565216,0.4782608695652174,0.5385676875994962,-0.3150857963279705,-0.6142379194042774
BIM-05,OD,31,0.8304032258064514,0.881,0.874,0.1482088852124392,0.021965873655913976,0.519,0.56,0.7055,0.881,0.922,1.0037500000000001,1.095,-0.6594601568580164,-0.45850707222104603,0.17847821468721436
BIM-05,OD_Norm,31,0.8467718017779192,1.471954038894833,1.471954038894833,1.4581897711159124,2.1263174085870773,-3.640840266099329,-2.122796648083328,0.23470461611878585,1.471954038894833,1.6562252295210529,2.042317247975989,2.764777312812121,-1.9618213324946532,4.292548465341634,1.7220575461467107
BIM-05,Delta_pH_1d,31,-0.03419354838709676,-0.04999999999999893,0.09999999999999964,0.19894344579215442,0.03957849462365588,-0.4399999999999995,-0.33000000000000007,-0.1799999999999997,-0.04999999999999893,0.08499999999999996,0.25,0.5300000000000002,0.3938378097702949,1.1732717272337636,-5.818157376940367
BIM-07,pH,14,8.50642857142857,8.575,8.52,0.35382757954116023,0.12519395604395608,7.33,8.058,8.52,8.575,8.63,8.7875,8.82,-3.182827090798331,11.235586400574189,0.04159531542175031
BIM-07,pH_Norm,14,0.7407557976398758,0.8591867045589483,0.764195247967608,0.6111017665964142,0.3734453691372583,-1.29107444919046,-0.033732987399642256,0.764195247967608,0.8591867045589483,0.9541781611502886,1.2261991504800311,1.282330465738551,-3.1828270907983476,11.235586400574274,0.8249706158810332
BIM-07,Temperatura (°C),14,17.107142857142854,17.35,15.2,1.0644350511055047,1.1330219780219783,15.2,15.2,16.924999999999997,17.35,17.875,18.235,18.3,-0.9011825360745932,-0.3004629393927001,0.062221673133515946
BIM-07,Temp_Norm,14,0.43440278935790355,0.5177615157342818,0.4509008706198945,0.4301298223160706,0.18501166404565447,-0.9957203600368315,-0.1107285483409523,0.4509008706198945,0.5177615157342818,0.584622160848669,0.776086735494411,0.815595298516549,-3.1828270907983467,11.235586400574263,0.9901635828624653
BIM-07,EC,14,2562.6428571428573,2473.5,2320.0,347.29406895262457,120613.17032967033,2320.0,2320.0,2392.5,2473.5,2582.5,3036.9999999999995,3700.0,3.042236522372121,10.33599977620468,0.1355218375376075
BIM-07,EC_Norm,14,0.7071428571428571,0.3195652173913044,-0.3478260869565217,1.5099742128374978,2.2800221234342213,-0.3478260869565217,-0.3478260869565217,-0.032608695652173926,0.3195652173913044,0.7934782608695652,2.7695652173913023,5.652173913043478,3.0422365223721233,10.335999776204694,2.135317068659088
BIM-07,OD,14,0.6197142857142856,0.6335,0.507,0.07459369799265739,0.005564219780219779,0.507,0.51415,0.549,0.6335,0.67925,0.711,0.724,-0.2966694152221296,-1.3094894802922066,0.12036788518870489
BIM-07,OD_Norm,14,-0.015586638269208999,0.06505812316131353,-0.6749515788773152,0.4363641124545916,0.19041363863828348,-0.6749515788773152,-0.633124943544697,-0.42925665804235535,0.06505812316131353,0.33269009049939485,0.5184237508924888,0.5944721787699765,-0.2966694152221374,-1.3094894802922004,-27.99603769060437
BIM-07,Delta_pH_1d,14,-0.07785714285714296,0.03500000000000014,-0.1100000000000012,0.31305390470771494,0.09800274725274707,-1.119999999999999,-0.5024999999999995,-0.10500000000000086,0.03500000000000014,0.04999999999999893,0.12050000000000034,0.1399999999999988,-3.230641198043313,11.251085945985878,-4.020875840282572
BIM-09,pH,6,8.229999999999999,8.25,7.99,0.1573531061021676,0.02476000000000001,7.99,8.0275,8.162500000000001,8.25,8.285,8.4175,8.46,-0.16216370604543104,0.8261866421687092,0.019119453961381244
BIM-09,pH_Norm,6,0.26333120412236527,0.2978735519737612,-0.1511769700943879,0.27176728632393565,0.07385745791587602,-0.1511769700943879,-0.08641006787302005,0.14675078012390408,0.2978735519737612,0.35832266071370306,0.5871657152292044,0.6605682044134218,-0.16216370604547362,0.8261866421687225,1.0320360142265945
BIM-09,Temperatura (°C),6,17.483333333333334,17.55,16.9,0.31885210782848394,0.10166666666666715,16.9,17.025,17.424999999999997,17.55,17.675,17.775,17.8,-1.4395902745279694,2.437731792528929,0.01823748948494665
