BIM,target,category,model,status,fit_seconds,error,RMSE,MAE,MAPE,SMAPE,R2,Adjusted_R2,AIC,BIC,LogLikelihood,validation_mode,train_source,train_points,test_points,metadata
BIM-02,OD,classical,Naive_Last,skipped,4.8299552872776985e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Moving_Average,skipped,1.3199751265347004e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Weighted_Moving_Average,skipped,1.1700321920216084e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Drift,skipped,1.1199736036360264e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Exponential_Smoothing,skipped,1.4399993233382702e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Holt,skipped,4.799803718924522e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Holt_Winters_Additive,skipped,3.1996751204133034e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Holt_Winters_Multiplicative,skipped,9.60018951445818e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Brown_Double_Exponential,skipped,5.100155249238014e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Winters,skipped,3.700261004269123e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Croston,skipped,9.09960363060236e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,classical,Theta_Method,skipped,3.100140020251274e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,AR,skipped,8.500064723193645e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,MA,skipped,2.399901859462261e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,ARMA,skipped,2.6996713131666183e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,ARIMA,skipped,3.5995617508888245e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,SARIMA,skipped,2.200249582529068e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,ARIMAX,skipped,1.8998980522155762e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,SARIMAX,skipped,2.600136213004589e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,VAR,skipped,8.600181899964809e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,VARMAX,skipped,2.800370566546917e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,VECM,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,ARCH,skipped,9.100185707211494e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,GARCH,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,State_Space_Model,skipped,1.2399978004395962e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,Dynamic_Linear_Model,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,Kalman_Filter,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,statistical,BSTS_proxy,skipped,2.200249582529068e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Exponential,skipped,1.200009137392044e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Logistic,skipped,2.200249582529068e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Gompertz,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Richards,skipped,1.8998980522155762e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Verhulst,skipped,2.0995503291487694e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Baranyi,skipped,3.2997922971844673e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Bertalanffy,skipped,2.2997846826910973e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Monod,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Droop,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Contois,skipped,2.0995503291487694e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Haldane,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Andrews,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Tessier,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Moser,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Eilers_Peeters,skipped,2.0995503291487694e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Steele,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Photo_Limited,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Photo_Inhibited,skipped,2.900487743318081e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Cell_Mortality,skipped,3.0995579436421394e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Lotka_Volterra,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Bioenergetic_Dynamic,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,biological,Dynamic_Metabolic,skipped,2.0995503291487694e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,differential_equations,ODE_Logistic,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,differential_equations,ODE_Monod_Chemostat,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,differential_equations,Chemostat_Model,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,differential_equations,PDE,skipped,9.299837984144688e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,differential_equations,DDE,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,differential_equations,Reaction_Diffusion,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,differential_equations,Population_Balance_Model,skipped,2.200249582529068e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,differential_equations,dFBA,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Hidden_Markov_Models,skipped,1.00000761449337e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Markov_Chains,skipped,1.3299868442118168e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Semi_Markov,skipped,2.399901859462261e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Gaussian_Processes,skipped,9.599607437849045e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Bayesian_Networks,skipped,2.1996675059199333e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Particle_Filters,skipped,1.200009137392044e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Monte_Carlo,skipped,7.299822755157948e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Sequential_Monte_Carlo,skipped,2.1100277081131935e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,probabilistic,Probabilistic_Graphical_Models,skipped,2.200249582529068e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,machine_learning,Linear_Regression,ok,0.4508517109788954,,0.15852143211254088,0.13617441053678156,22.152517825957442,20.91749417972745,-1.100420447218457,-1.275455484486662,-9.841954410318404,-9.202897080703146,5.920977205159202,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Polynomial_Regression,ok,0.4772363869706169,,0.1684132570407618,0.14323384774183676,23.016678737019205,21.938164455520468,-1.3707339174190323,-1.5682950772039517,-8.14708585933864,-7.508028529723381,5.07354292966932,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Ridge,ok,0.4828280750080012,,0.15645811223112885,0.1342491463238298,21.82248939717402,20.568396321918755,-1.0460980187939084,-1.2166061870267342,-10.208795902745557,-9.569738573130298,6.104397951372778,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Lasso,ok,0.5140696659800597,,0.1350223442647355,0.10563774546096973,17.141734397832842,15.67130636610674,-0.5238476547250346,-0.6508349592854541,-14.334541102955527,-13.695483773340268,8.167270551477763,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Elastic_Net,ok,0.8281611240236089,,0.13679676068774257,0.10736519963936907,17.34479716796465,15.937010270312888,-0.5641625735394582,-0.6945094546677464,-13.968971761471089,-13.32991443185583,7.984485880735544,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Decision_Trees,ok,0.5525662950240076,,0.14300820212780235,0.11542057305765938,19.08727004821981,16.70897078195915,-0.7094332876436809,-0.8518860616139874,-12.725613269510035,-12.086555939894776,7.362806634755017,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Random_Forest,ok,19.33418243698543,,0.1499331219075419,0.12457141034099507,20.13369406104587,18.210186516464134,-0.8789941630156048,-1.0355770099335717,-11.401567341493925,-10.762510011878666,6.700783670746962,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Extra_Trees,ok,7.517864019027911,,0.15948414014870949,0.13443652172658202,22.08244860522119,19.63663079653679,-1.1260098169986836,-1.303177301748574,-9.67242337242414,-9.033366042808881,5.83621168621207,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Gradient_Boosting,ok,4.08615413797088,,0.14679647992056022,0.11778717783025229,19.108504117469675,17.29226513955408,-0.8011983742412143,-0.9512982387613154,-11.993549041565004,-11.354491711949745,6.996774520782502,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,AdaBoost,ok,1.5169429759844206,,0.15420521314139948,0.1278859669498462,21.65214396219807,18.62383757857302,-0.9875971939866939,-1.153230293485585,-10.61490937163033,-9.975852042015072,6.307454685815165,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,SVR,ok,46.918095767032355,,0.17163985577973664,0.13948183325015753,23.70960600358136,20.063951519266396,-1.462445033259046,-1.6676487860306328,-7.615713125285577,-6.976655795670318,4.8078565626427885,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,KNN,ok,0.4634248099755496,,0.1404336749381061,0.10818492633398666,18.48534291323636,16.097097042385307,-0.6484386351608862,-0.7858085214242934,-13.234280122842264,-12.595222793227006,7.617140061421132,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,Gaussian_Process_Regression,ok,54.68948586395709,,0.19981628162660203,0.1515658143699625,24.189316288891956,20.34576993940634,-2.337275106317169,-2.615381365176933,-3.3597150112933667,-2.7206576816781083,2.6798575056466833,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,PLS,ok,0.45139086403651163,,0.1447010284181415,0.11875722690404511,20.28451090775854,17.64530617749502,-0.7501428518954631,-0.8959880895534182,-12.396116137808548,-11.757058808193289,7.198058068904274,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,PCR,ok,0.45296714297728613,,0.1460984672037314,0.11987548674306613,20.477738502986593,17.785538377675373,-0.7841098138514755,-0.9327856316724317,-12.127005717846622,-11.487948388231363,7.063502858923311,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,XGBoost,ok,1.1968129829620011,,0.1479301898534692,0.1237868125098092,20.203555274768465,17.979934818231744,-0.8291271340864348,-0.9815543952603043,-11.778135657255724,-11.139078327640465,6.889067828627862,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,LightGBM,ok,1.3013053150498308,,0.14674795933788326,0.12203792008793557,19.735981050746595,17.869123994750566,-0.8000078722437196,-0.9500085282640296,-12.002805400368864,-11.363748070753605,7.001402700184432,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,machine_learning,CatBoost,ok,1.3924421629635617,,0.14752122326510034,0.12260229052368302,19.85703138329167,17.74534978772833,-0.819027534330468,-0.9706131621913403,-11.855651426545949,-11.21659409693069,6.927825713272974,synthetic_full_cycle,synthetic_growth_cycles,40316.0,14.0,"{""lags"": 3, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 34316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 14, ""warmup_points"": 3}"
BIM-02,OD,deep_learning,MLP,ok,2.261901619960554,,0.1464625254339002,0.11204954729271586,18.065688311550765,15.803650540149297,-0.6650108983624938,-0.8163755254863567,-11.053225877341372,-10.488276519879836,6.526612938670686,synthetic_full_cycle,synthetic_growth_cycles,40316.0,13.0,"{""lags"": 4, ""train_source"": ""synthetic_growth_cycles"", ""synthetic_cycles"": 2000, ""synthetic_samples"": 32316, ""prediction_protocol"": ""one_step_ahead_with_observed_real_lags"", ""validation_mode"": ""full_real_cycle_walk_forward"", ""validation_points"": 13, ""warmup_points"": 4}"
BIM-02,OD,deep_learning,RNN,skipped,3.330002073198557e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,LSTM,skipped,6.09958078712225e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,Bidirectional_LSTM,skipped,3.200257197022438e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,GRU,skipped,2.200249582529068e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,CNN_temporal,skipped,2.200249582529068e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,Seq2Seq,skipped,6.399932317435741e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,TCN,skipped,2.800370566546917e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,DeepAR,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,N_BEATS,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,N_HiTS,skipped,2.1996675059199333e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,TFT,skipped,2.00001522898674e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,Temporal_Transformers,skipped,2.7997884899377823e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,Informer,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,Autoformer,skipped,2.700253389775753e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,deep_learning,PatchTST,skipped,2.0995503291487694e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,ARIMA_XGBoost,skipped,1.4500110410153866e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,SARIMA_LSTM,skipped,2.2997846826910973e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,ODE_ML,skipped,6.500049494206905e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,Gompertz_Random_Forest,skipped,1.200009137392044e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,Monod_Neural_Networks,skipped,2.399901859462261e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,Kalman_LSTM,skipped,2.2997846826910973e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,PINNs,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,Neural_ODEs,skipped,2.100132405757904e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-02,OD,hybrid,Digital_Twin_Hybrid,skipped,2.200249582529068e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-04,OD,classical,Naive_Last,skipped,2.6110210455954075e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-04,OD,classical,Moving_Average,skipped,1.260021235793829e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-04,OD,classical,Weighted_Moving_Average,skipped,1.0299845598638058e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-04,OD,classical,Drift,skipped,5.899928510189056e-07,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
BIM-04,OD,classical,Exponential_Smoothing,skipped,1.3200333341956139e-06,model does not implement synthetic-cycle training,,,,,,,,,,synthetic_full_cycle,synthetic_growth_cycles,,,
