Fecha,value,rolling_mean,rolling_variance
2026-05-05 09:54:00,0.414,0.414,
2026-05-06 17:48:00,0.479,0.4465,0.0021124999999999985
2026-05-07 16:41:00,0.48,0.45766666666666667,0.001430333333333332
2026-05-08 00:00:00,0.502,0.48700000000000004,0.00016899999999999603
2026-05-11 00:00:00,0.665,0.549,0.01021299999999999
2026-05-12 00:00:00,0.785,0.6506666666666666,0.020176333333333303
2026-05-13 00:00:00,0.815,0.755,0.006299999999999951
2026-05-14 00:00:00,0.833,0.8109999999999999,0.0005879999999999503
2026-05-15 00:00:00,0.679,0.7756666666666666,0.007089333333333284
