Fecha,value,rolling_mean,rolling_variance
2026-03-18 13:03:30,0.648,0.648,
2026-03-19 13:11:00,0.932,0.79,0.04032800000000001
2026-03-23 12:44:00,0.547,0.7090000000000001,0.03984700000000001
2026-03-24 13:13:08,0.786,0.755,0.037777000000000005
2026-03-25 12:06:40,0.677,0.67,0.014316999999999995
2026-03-26 12:24:14,0.623,0.6953333333333332,0.006894333333333332
2026-03-27 13:01:35,0.827,0.709,0.011171999999999994
2026-03-30 12:44:47,0.885,0.7783333333333333,0.01893733333333335
2026-03-31 14:41:43,0.896,0.8693333333333334,0.0013743333333333797
2026-04-01 14:33:43,0.912,0.8976666666666667,0.0001843333333333811
2026-04-02 13:53:54,0.978,0.9286666666666666,0.0018893333333333843
2026-04-06 15:03:11,0.928,0.9393333333333334,0.0011853333333333856
2026-04-07 15:04:51,0.874,0.9266666666666667,0.0027053333333333907
2026-04-08 14:32:10,0.916,0.906,0.0008040000000000639
2026-04-09 16:20:49,0.892,0.894,0.00044400000000006793
2026-04-10 15:10:37,0.874,0.894,0.00044400000000006793
2026-04-13 15:28:49,0.894,0.8866666666666667,0.00012133333333340336
2026-04-14 14:58:17,0.874,0.8806666666666668,0.00013333333333340604
2026-04-15 14:56:47,0.881,0.883,0.00010300000000007157
2026-04-16 14:45:55,0.881,0.8786666666666667,1.6333333333406126e-05
2026-04-20 21:19:14,0.899,0.887,0.00010800000000006957
2026-04-27 15:51:34,0.9319999999999999,0.9039999999999999,0.0006690000000000643
2026-04-28 15:12:22,0.965,0.9319999999999999,0.0010890000000000647
2026-04-29 15:10:01,0.964,0.9536666666666666,0.0003523333333334031
2026-04-30 17:10:41,1.0295,0.9861666666666666,0.0014085833333334116
2026-05-04 15:12:00,1.095,1.0294999999999999,0.004290250000000071
2026-05-05 14:50:00,0.711,0.9451666666666667,0.04219808333333343
2026-05-06 14:52:00,0.7,0.8353333333333333,0.05060033333333344
2026-05-07 15:01:00,0.63,0.6803333333333333,0.0019303333333334613
2026-05-08 16:44:00,0.573,0.6343333333333333,0.004046333333333467
2026-05-11 14:58:00,0.519,0.574,0.003081000000000128
