Fecha,value,rolling_mean,rolling_variance
2026-03-23 14:27:00,0.4,0.4,
2026-03-24 13:27:00,0.497,0.4485,0.004704499999999998
2026-03-25 12:21:00,0.524,0.4736666666666667,0.004252333333333333
2026-03-26 12:49:00,0.487,0.5026666666666667,0.00036633333333333505
2026-03-27 13:20:00,0.544,0.5183333333333334,0.0008363333333333417
2026-03-30 13:02:00,0.446,0.49233333333333335,0.002422333333333333
2026-03-31 14:51:00,0.539,0.5096666666666666,0.003046333333333338
2026-04-01 14:51:00,0.597,0.5273333333333333,0.005802333333333341
2026-04-02 14:12:00,0.621,0.5856666666666667,0.0017773333333333612
2026-04-06 15:24:00,0.739,0.6523333333333333,0.0057773333333333895
2026-04-07 15:20:00,0.734,0.698,0.0044530000000000715
2026-04-08 14:42:00,0.845,0.7726666666666665,0.003930333333333442
2026-04-09 16:39:00,0.5,0.693,0.031017000000000072
2026-04-10 15:30:00,0.534,0.6263333333333333,0.036150333333333375
2026-04-13 15:47:00,0.651,0.5616666666666666,0.006274333333333358
2026-04-14 15:19:00,0.651,0.612,0.004563000000000045
2026-04-15 15:14:00,0.73,0.6773333333333333,0.002080333333333331
2026-04-16 15:04:50,0.676,0.6856666666666666,0.0016303333333333309
2026-04-20 21:20:08,0.674,0.6933333333333334,0.001009333333333332
2026-04-27 16:30:31,0.577,0.6423333333333333,0.0032023333333333383
2026-04-28 15:27:06,0.607,0.6193333333333333,0.0024663333333333343
2026-04-29 15:33:16,0.605,0.5963333333333333,0.00028133333333332675
2026-05-13 15:21:00,0.414,0.5419999999999999,0.012288999999999982
