Fecha,value,rolling_mean,rolling_variance
2026-03-27 13:18:22,0.552,0.552,
2026-03-30 12:58:38,0.655,0.6035,0.005304499999999998
2026-03-31 14:50:32,0.583,0.5966666666666667,0.0027923333333333333
2026-04-01 14:49:40,0.674,0.6373333333333333,0.0023043333333333384
2026-04-02 14:09:21,0.657,0.638,0.0023410000000000045
2026-04-06 15:22:03,0.667,0.666,7.300000000000203e-05
2026-04-07 15:18:02,0.637,0.6536666666666667,0.0002333333333333361
2026-04-08 14:40:56,0.669,0.6576666666666667,0.0003213333333333356
2026-04-09 16:39:17,0.652,0.6526666666666666,0.00025633333333333573
2026-04-10 15:28:16,0.647,0.656,0.00013300000000000158
2026-04-13 15:44:57,0.66,0.653,4.300000000000125e-05
2026-04-14 15:16:37,0.66,0.6556666666666667,5.6333333333335e-05
2026-04-15 15:12:47,0.685,0.6683333333333333,0.00020833333333333416
2026-04-16 15:02:28,0.579,0.6413333333333333,0.003070333333333336
2026-04-20 21:19:58,0.62,0.628,0.0028569999999999997
